iter 1 | avg_loss 0.5180800000000001 | avg_accuracy 96.0203218460083
iter 38 | avg_loss 0.0263791202 | avg_accuracy 95.59297800064087
iter 39 | avg_loss 0.026038762599999998 | avg_accuracy 95.59297800064087
iter 40 | avg_loss 0.025758405 | avg_accuracy 95.60769438743591
iter 41 | avg_loss 0.0254580474 | avg_accuracy 95.58946251869202
iter 42 | avg_loss 0.0251777614 | avg_accuracy 95.58946251869202
iter 43 | avg_loss 0.0249374276 | avg_accuracy 95.58946251869202
iter 44 | avg_loss 0.024657141599999998 | avg_accuracy 95.60769438743591
iter 45 | avg_loss 0.0244368316 | avg_accuracy 95.52285671234131
iter 46 | avg_loss 0.0241965694 | avg_accuracy 95.55825710296631
iter 47 | avg_loss 0.0239763072 | avg_accuracy 95.52671074867249
iter 48 | avg_loss 0.023736045 | avg_accuracy 95.54116249084473
iter 49 | avg_loss 0.023535806599999997 | avg_accuracy 95.52671074867249
iter 50 | avg_loss 0.0233155682 | avg_accuracy 95.54142713546753
iter 51 | avg_loss 0.0231353536 | avg_accuracy 95.55825710296631
iter 52 | avg_loss 0.022935139 | avg_accuracy 95.55825710296631
iter 53 | avg_loss 0.0227549244 | avg_accuracy 95.55825710296631
iter 54 | avg_loss 0.022574733800000003 | avg_accuracy 95.55825710296631
iter 55 | avg_loss 0.022394543 | avg_accuracy 95.55825710296631
iter 56 | avg_loss 0.0222343522 | avg_accuracy 95.55825710296631
iter 57 | avg_loss 0.0220541378 | avg_accuracy 95.54380655288696
iter 58 | avg_loss 0.021913994599999997 | avg_accuracy 95.54380655288696
iter 59 | avg_loss 0.021753803999999998 | avg_accuracy 95.52935600280762
iter 60 | avg_loss 0.021593684800000002 | avg_accuracy 95.52935600280762
iter 61 | avg_loss 0.021453470199999998 | avg_accuracy 95.52935600280762
iter 62 | avg_loss 0.0213333272 | avg_accuracy 95.52935600280762
iter 63 | avg_loss 0.021173160200000003 | avg_accuracy 95.51463842391968
iter 64 | avg_loss 0.0210530172 | avg_accuracy 95.51463842391968
iter 65 | avg_loss 0.0209128742 | avg_accuracy 95.53532123565674
iter 66 | avg_loss 0.0207927312 | avg_accuracy 95.47572374343872
iter 67 | avg_loss 0.020672588199999998 | avg_accuracy 95.47572374343872
iter 68 | avg_loss 0.020552421199999997 | avg_accuracy 95.46100735664368
iter 69 | avg_loss 0.0204323258 | avg_accuracy 95.48169016838074
iter 70 | avg_loss 0.020312182800000002 | avg_accuracy 95.46723961830139
iter 71 | avg_loss 0.0202320636 | avg_accuracy 95.45252323150635
iter 72 | avg_loss 0.020091968199999997 | avg_accuracy 95.45252323150635
iter 73 | avg_loss 0.0200118252 | avg_accuracy 95.40029406547546
iter 74 | avg_loss 0.019911706 | avg_accuracy 95.40029406547546
iter 75 | avg_loss 0.0198116106 | avg_accuracy 95.40029406547546
iter 76 | avg_loss 0.0196914914 | avg_accuracy 95.40029406547546
iter 77 | avg_loss 0.019591396 | avg_accuracy 95.40029406547546
iter 78 | avg_loss 0.0195112768 | avg_accuracy 95.40029406547546
iter 79 | avg_loss 0.0194311576 | avg_accuracy 95.40029406547546
iter 80 | avg_loss 0.0193510862 | avg_accuracy 95.36734700202942
iter 81 | avg_loss 0.0192709908 | avg_accuracy 95.35289525985718
iter 82 | avg_loss 0.0191708716 | avg_accuracy 95.384441614151
iter 83 | avg_loss 0.0190708 | avg_accuracy 95.384441614151
iter 84 | avg_loss 0.0189906808 | avg_accuracy 95.35500764846802
iter 85 | avg_loss 0.0189305856 | avg_accuracy 95.35500764846802
iter 86 | avg_loss 0.0188504902 | avg_accuracy 95.37569046020508
iter 87 | avg_loss 0.018750442399999998 | avg_accuracy 95.37569046020508
iter 88 | avg_loss 0.018690347000000003 | avg_accuracy 95.37569046020508
iter 89 | avg_loss 0.018630251799999997 | avg_accuracy 95.37569046020508
iter 90 | avg_loss 0.0185501802 | avg_accuracy 95.37569046020508
iter 91 | avg_loss 0.0184700848 | avg_accuracy 95.37569046020508
iter 92 | avg_loss 0.0184299894 | avg_accuracy 95.37569046020508
iter 93 | avg_loss 0.018349918 | avg_accuracy 95.36123991012573
iter 94 | avg_loss 0.0182898464 | avg_accuracy 95.36123991012573
iter 95 | avg_loss 0.018209775 | avg_accuracy 95.36123991012573
iter 96 | avg_loss 0.0181496796 | avg_accuracy 95.36123991012573
iter 97 | avg_loss 0.018089608 | avg_accuracy 95.36123991012573
iter 98 | avg_loss 0.0180095604 | avg_accuracy 95.32969355583191
iter 99 | avg_loss 0.017989465000000003 | avg_accuracy 95.32969355583191
iter 100 | avg_loss 0.0179293934 | avg_accuracy 95.32969355583191
